transaction_id,product_category,product_name,brand,payment_method,customer_type,store_location,quantity,unit_price,total_sales,purchase_date,restock_date
232,toys,PowerMax Pro,Acme,PayPal,VIP,456 Elm Avenue,47,218,10246,12/7/2025,5/16/2025
233,kitchen appliances,GigaMax Pro,Starlight,Venmo,premium,456 Elm Avenue,4,487,1948,11/4/2025,8/21/2025
234,clothing,PowerTech 200,Acme,PayPal,basic,789 Oak Lane,18,77,1386,7/16/2025,12/6/2025
235,sports equipment,SuperSpeed X,Starlight,PayPal,premium,123 Main Street,30,326,9780,4/19/2026,10/16/2025
236,clothing,MegaTech Pro,Silverstone,credit card,VIP,456 Elm Avenue,31,450,13950,12/2/2025,7/14/2025
237,outdoor gear,SuperTech Pro 2000,Evergreen,Venmo,premium,123 Main Street,65,416,27040,6/6/2025,12/27/2025
238,home decor,SuperNova X,Evergreen,PayPal,VIP,456 Elm Avenue,81,206,16686,9/30/2025,11/16/2025
239,sports equipment,UltimateGizmo 3000,Evergreen,PayPal,basic,123 Main Street,66,276,18216,11/2/2025,12/18/2025
240,sports equipment,TechNova Pro,Silverstone,credit card,basic,123 Main Street,88,449,39512,6/25/2025,11/10/2025
241,clothing,PowerGadget 500,Evergreen,Venmo,basic,456 Elm Avenue,81,168,13608,7/31/2025,6/18/2025
242,clothing,HyperDrive 500,Thunderbolt,Venmo,VIP,789 Oak Lane,6,267,1602,9/5/2025,2/26/2026
243,beauty products,SuperSpeed X,Starlight,PayPal,premium,456 Elm Avenue,46,353,16238,4/25/2026,3/29/2026
244,sports equipment,TechMaster 3000,Evergreen,credit card,VIP,789 Oak Lane,62,307,19034,9/19/2025,7/9/2025
245,home decor,MegaTech Pro,Acme,credit card,premium,456 Elm Avenue,46,212,9752,8/12/2025,1/1/2026
246,toys,GigaMaster 100,Thunderbolt,PayPal,basic,456 Elm Avenue,88,257,22616,10/13/2025,11/24/2025
247,electronics,SuperTech Pro 2000,Silverstone,credit card,basic,123 Main Street,44,388,17072,9/17/2025,1/25/2026
248,electronics,SuperNova X,Evergreen,credit card,VIP,456 Elm Avenue,49,417,20433,2/1/2026,4/8/2026
249,home decor,SuperTech Pro 2000,Evergreen,PayPal,VIP,789 Oak Lane,83,250,20750,7/8/2025,11/14/2025
250,sports equipment,PowerTech 200,Starlight,Venmo,basic,123 Main Street,18,448,8064,1/29/2026,7/25/2025
251,beauty products,UltraForce 2000,Evergreen,credit card,basic,456 Elm Avenue,85,409,34765,6/15/2025,7/30/2025
252,pet supplies,MegaDrive X10,Acme,Venmo,premium,123 Main Street,31,477,14787,5/2/2026,12/12/2025
253,pet supplies,GigaMaster 100,Thunderbolt,PayPal,basic,456 Elm Avenue,42,261,10962,5/13/2026,10/2/2025
254,kitchen appliances,PowerMax Pro,Silverstone,Venmo,premium,789 Oak Lane,2,381,762,4/16/2026,3/1/2026
255,beauty products,TechBlaster 1000,Acme,PayPal,premium,123 Main Street,77,285,21945,7/25/2025,1/4/2026
256,sports equipment,PowerGadget 500,Silverstone,credit card,basic,789 Oak Lane,52,137,7124,7/31/2025,3/22/2026
257,outdoor gear,GigaMaster 100,Evergreen,Venmo,basic,456 Elm Avenue,53,62,3286,5/18/2025,2/8/2026
258,office supplies,UltimateGizmo 3000,Silverstone,Venmo,VIP,123 Main Street,50,371,18550,8/27/2025,11/3/2025
259,electronics,GigaForce 9000,Evergreen,Venmo,VIP,789 Oak Lane,88,135,11880,2/28/2026,5/10/2026
260,toys,TechBlaster 1000,Acme,Venmo,VIP,789 Oak Lane,49,180,8820,3/4/2026,3/28/2026
261,home decor,UltraForce 2000,Evergreen,PayPal,VIP,123 Main Street,50,219,10950,11/22/2025,5/26/2025
262,clothing,PowerGadget 500,Acme,Venmo,basic,123 Main Street,45,93,4185,6/22/2025,9/3/2025
263,beauty products,PowerTech 200,Silverstone,PayPal,VIP,789 Oak Lane,6,389,2334,1/15/2026,3/9/2026
264,office supplies,TechMaster 3000,Evergreen,Venmo,premium,456 Elm Avenue,65,450,29250,4/5/2026,7/16/2025
265,beauty products,HyperDrive 500,Thunderbolt,credit card,VIP,789 Oak Lane,27,462,12474,11/3/2025,11/7/2025
266,office supplies,SuperSpeed X,Starlight,PayPal,VIP,789 Oak Lane,61,375,22875,4/25/2026,9/20/2025
267,kitchen appliances,MegaDrive X10,Silverstone,PayPal,premium,456 Elm Avenue,97,84,8148,11/14/2025,2/26/2026
268,pet supplies,UltraForce 2000,Silverstone,credit card,premium,123 Main Street,22,65,1430,12/10/2025,9/10/2025
269,kitchen appliances,PowerTech 200,Evergreen,credit card,basic,456 Elm Avenue,41,154,6314,10/26/2025,12/1/2025
270,office supplies,MegaDrive X10,Evergreen,PayPal,VIP,789 Oak Lane,83,385,31955,10/30/2025,7/23/2025
271,sports equipment,MegaTech Pro,Acme,PayPal,VIP,123 Main Street,1,124,124,1/2/2026,4/5/2026
272,electronics,SuperSpeed X,Thunderbolt,credit card,VIP,456 Elm Avenue,62,253,15686,6/12/2025,9/25/2025
273,office supplies,PowerMax Pro,Acme,credit card,basic,789 Oak Lane,9,455,4095,6/24/2025,11/21/2025
274,beauty products,GigaMaster 100,Thunderbolt,PayPal,basic,789 Oak Lane,10,274,2740,9/15/2025,5/22/2025
275,pet supplies,MegaDrive X10,Thunderbolt,PayPal,VIP,123 Main Street,91,312,28392,2/4/2026,4/30/2026
276,toys,GigaMaster 100,Acme,credit card,basic,123 Main Street,33,236,7788,10/12/2025,12/2/2025
277,home decor,UltimaTech 5000,Silverstone,PayPal,premium,456 Elm Avenue,52,295,15340,7/27/2025,3/23/2026
278,pet supplies,HyperDrive 500,Silverstone,PayPal,basic,123 Main Street,73,224,16352,4/12/2026,12/5/2025
279,kitchen appliances,HyperDrive 500,Acme,PayPal,premium,123 Main Street,63,378,23814,6/14/2025,7/31/2025
280,kitchen appliances,PowerGadget 500,Silverstone,credit card,basic,456 Elm Avenue,56,84,4704,1/25/2026,11/23/2025
281,kitchen appliances,TechNova Pro,Evergreen,PayPal,premium,456 Elm Avenue,64,195,12480,11/25/2025,7/12/2025
282,sports equipment,GigaMax Pro,Starlight,PayPal,VIP,789 Oak Lane,12,467,5604,8/31/2025,5/20/2025
283,sports equipment,MegaTech Pro,Thunderbolt,credit card,VIP,123 Main Street,65,291,18915,7/4/2025,9/8/2025
284,home decor,GigaForce 9000,Starlight,credit card,VIP,789 Oak Lane,42,441,18522,9/20/2025,7/20/2025
285,kitchen appliances,UltimaTech 5000,Starlight,PayPal,premium,123 Main Street,98,283,27734,6/3/2025,6/15/2025
286,electronics,GigaMaster 100,Acme,Venmo,basic,789 Oak Lane,11,243,2673,6/16/2025,5/8/2026
287,office supplies,PowerMax Pro,Acme,credit card,basic,456 Elm Avenue,34,470,15980,8/10/2025,3/27/2026
288,toys,GigaMax Pro,Silverstone,Venmo,basic,456 Elm Avenue,14,448,6272,6/4/2025,7/21/2025
289,electronics,SuperSpeed X,Acme,credit card,basic,123 Main Street,56,107,5992,6/17/2025,12/3/2025
290,sports equipment,PowerMax Pro,Starlight,PayPal,VIP,789 Oak Lane,69,34,2346,8/16/2025,11/19/2025
291,sports equipment,MegaGizmo X10,Thunderbolt,Venmo,VIP,789 Oak Lane,15,223,3345,10/4/2025,6/26/2025
292,home decor,GigaForce 9000,Acme,PayPal,basic,456 Elm Avenue,39,72,2808,4/13/2026,2/15/2026
293,clothing,GigaMaster 100,Starlight,Venmo,basic,789 Oak Lane,46,41,1886,10/11/2025,8/21/2025
294,toys,TechBlaster 1000,Thunderbolt,PayPal,VIP,456 Elm Avenue,89,277,24653,1/21/2026,10/16/2025
295,sports equipment,PowerMax Pro,Evergreen,Venmo,VIP,123 Main Street,93,107,9951,11/7/2025,1/31/2026
296,electronics,UltraGadget X,Evergreen,credit card,premium,789 Oak Lane,30,316,9480,4/2/2026,1/16/2026
297,sports equipment,PowerGadget 500,Thunderbolt,Venmo,premium,123 Main Street,58,251,14558,6/12/2025,2/26/2026
298,electronics,MegaDrive X10,Silverstone,credit card,basic,789 Oak Lane,68,194,13192,2/7/2026,9/7/2025
299,electronics,SuperTech Pro 2000,Thunderbolt,Venmo,premium,456 Elm Avenue,33,328,10824,9/16/2025,1/5/2026
300,pet supplies,MegaTech Pro,Thunderbolt,PayPal,basic,789 Oak Lane,71,128,9088,11/25/2025,1/26/2026
301,kitchen appliances,SuperSpeed X,Thunderbolt,PayPal,basic,123 Main Street,71,241,17111,1/8/2026,3/3/2026
302,electronics,GigaMaster 100,Starlight,credit card,basic,789 Oak Lane,3,335,1005,12/30/2025,10/20/2025
303,kitchen appliances,MegaTech Pro,Thunderbolt,Venmo,basic,789 Oak Lane,51,202,10302,8/9/2025,9/23/2025
304,kitchen appliances,UltraForce 2000,Starlight,PayPal,basic,789 Oak Lane,37,414,15318,12/12/2025,8/2/2025
305,clothing,PowerTech 200,Silverstone,credit card,basic,123 Main Street,90,96,8640,9/4/2025,2/6/2026
306,outdoor gear,PowerGadget 500,Starlight,credit card,premium,123 Main Street,26,329,8554,7/28/2025,11/12/2025
307,sports equipment,SuperTech Pro 2000,Starlight,credit card,premium,456 Elm Avenue,18,14,252,3/20/2026,1/24/2026
308,sports equipment,TechNova Pro,Evergreen,Venmo,basic,789 Oak Lane,63,482,30366,4/14/2026,10/18/2025
309,electronics,SuperSpeed X,Thunderbolt,credit card,VIP,123 Main Street,56,122,6832,3/28/2026,11/11/2025
310,sports equipment,TechMaster 3000,Acme,PayPal,premium,789 Oak Lane,70,17,1190,1/29/2026,4/27/2026
311,pet supplies,PowerGadget 500,Starlight,PayPal,basic,456 Elm Avenue,87,310,26970,12/31/2025,9/23/2025
312,electronics,GigaForce 9000,Starlight,PayPal,VIP,123 Main Street,57,361,20577,7/31/2025,6/27/2025
313,pet supplies,UltimateGizmo 3000,Evergreen,PayPal,basic,123 Main Street,49,254,12446,1/8/2026,3/6/2026
314,clothing,UltimaTech 5000,Silverstone,credit card,basic,789 Oak Lane,69,428,29532,7/12/2025,10/5/2025
315,sports equipment,TechNova Pro,Acme,Venmo,VIP,123 Main Street,72,320,23040,4/29/2026,4/28/2026
316,electronics,PowerGadget 500,Evergreen,PayPal,VIP,123 Main Street,77,355,27335,7/30/2025,4/19/2026
317,beauty products,GigaMaster 100,Thunderbolt,PayPal,VIP,789 Oak Lane,28,37,1036,9/29/2025,3/1/2026
318,clothing,GigaForce 9000,Thunderbolt,Venmo,VIP,789 Oak Lane,26,139,3614,4/26/2026,6/20/2025
319,beauty products,TechBlaster 1000,Acme,PayPal,VIP,789 Oak Lane,35,89,3115,2/15/2026,12/23/2025
320,office supplies,SuperNova X,Starlight,Venmo,basic,789 Oak Lane,33,445,14685,7/23/2025,8/2/2025
321,pet supplies,UltraGadget X,Starlight,credit card,basic,456 Elm Avenue,82,447,36654,2/28/2026,8/4/2025
322,kitchen appliances,UltraGadget X,Silverstone,Venmo,basic,789 Oak Lane,77,356,27412,11/10/2025,12/28/2025
323,pet supplies,TechBlaster 1000,Silverstone,credit card,basic,456 Elm Avenue,47,447,21009,12/24/2025,7/25/2025
324,beauty products,PowerTech 200,Thunderbolt,credit card,basic,456 Elm Avenue,53,112,5936,11/21/2025,4/11/2026
325,home decor,GigaForce 9000,Starlight,PayPal,premium,789 Oak Lane,50,394,19700,9/24/2025,7/10/2025
326,toys,SuperTech Pro 2000,Silverstone,PayPal,premium,789 Oak Lane,62,104,6448,4/11/2026,7/3/2025
327,electronics,GigaForce 9000,Evergreen,PayPal,basic,789 Oak Lane,65,212,13780,4/11/2026,3/25/2026
328,home decor,UltraGadget X,Evergreen,PayPal,VIP,789 Oak Lane,85,336,28560,9/30/2025,11/3/2025
329,sports equipment,MegaTech Pro,Evergreen,credit card,basic,789 Oak Lane,57,196,11172,7/16/2025,2/4/2026
330,pet supplies,PowerTech 200,Acme,PayPal,basic,123 Main Street,68,477,32436,2/27/2026,9/9/2025
331,home decor,TechNova Pro,Starlight,Venmo,VIP,456 Elm Avenue,51,494,25194,8/14/2025,1/25/2026
332,toys,SuperNova X,Silverstone,credit card,VIP,456 Elm Avenue,26,46,1196,7/18/2025,8/15/2025
333,kitchen appliances,UltraForce 2000,Evergreen,Venmo,VIP,456 Elm Avenue,81,7,567,8/27/2025,2/13/2026
334,toys,UltraGadget X,Evergreen,Venmo,basic,789 Oak Lane,78,385,30030,7/16/2025,4/28/2026
335,outdoor gear,PowerTech 200,Evergreen,PayPal,basic,123 Main Street,41,462,18942,3/20/2026,8/3/2025
336,sports equipment,TechBlaster 1000,Evergreen,credit card,VIP,789 Oak Lane,90,293,26370,6/22/2025,5/29/2025
337,outdoor gear,UltraForce 2000,Acme,Venmo,VIP,123 Main Street,48,284,13632,4/10/2026,11/17/2025
338,pet supplies,UltimateGizmo 3000,Starlight,PayPal,basic,789 Oak Lane,37,216,7992,8/21/2025,8/1/2025
339,toys,MegaGizmo X10,Evergreen,PayPal,VIP,123 Main Street,11,409,4499,2/16/2026,5/5/2026
340,beauty products,SuperNova X,Evergreen,Venmo,premium,456 Elm Avenue,45,414,18630,6/22/2025,6/16/2025
341,outdoor gear,PowerTech 200,Thunderbolt,credit card,VIP,789 Oak Lane,22,265,5830,1/20/2026,10/18/2025
342,kitchen appliances,SuperNova X,Thunderbolt,PayPal,premium,123 Main Street,15,213,3195,1/12/2026,5/18/2025
343,sports equipment,TechMaster 3000,Acme,PayPal,VIP,123 Main Street,77,371,28567,4/2/2026,12/10/2025
344,pet supplies,SuperTech Pro 2000,Silverstone,Venmo,VIP,789 Oak Lane,86,35,3010,9/2/2025,2/1/2026
345,outdoor gear,MegaTech Pro,Thunderbolt,PayPal,VIP,456 Elm Avenue,19,444,8436,4/3/2026,10/17/2025
346,beauty products,SuperSpeed X,Silverstone,PayPal,VIP,123 Main Street,34,143,4862,5/20/2025,10/9/2025
347,office supplies,MegaTech Pro,Silverstone,Venmo,basic,123 Main Street,25,422,10550,7/8/2025,4/25/2026
348,pet supplies,SuperTech Pro 2000,Acme,Venmo,VIP,789 Oak Lane,17,294,4998,3/15/2026,10/6/2025
349,beauty products,MegaTech Pro,Acme,credit card,premium,456 Elm Avenue,88,290,25520,3/11/2026,1/8/2026
350,pet supplies,GigaForce 9000,Silverstone,PayPal,premium,456 Elm Avenue,41,414,16974,5/5/2026,2/9/2026
351,kitchen appliances,MegaDrive X10,Starlight,Venmo,basic,123 Main Street,84,5,420,12/26/2025,4/3/2026
352,sports equipment,TechBlaster 1000,Acme,credit card,VIP,789 Oak Lane,15,443,6645,4/17/2026,7/24/2025
353,home decor,HyperDrive 500,Thunderbolt,credit card,premium,456 Elm Avenue,84,244,20496,6/24/2025,7/8/2025
354,office supplies,PowerGadget 500,Acme,Venmo,basic,789 Oak Lane,3,437,1311,7/16/2025,3/28/2026
355,toys,PowerTech 200,Thunderbolt,Venmo,premium,789 Oak Lane,19,133,2527,7/18/2025,8/28/2025
356,pet supplies,TechNova Pro,Evergreen,credit card,basic,123 Main Street,41,300,12300,10/20/2025,5/21/2025
357,home decor,UltraForce 2000,Evergreen,PayPal,VIP,456 Elm Avenue,92,140,12880,6/13/2025,4/14/2026
358,pet supplies,TechMaster 3000,Acme,PayPal,VIP,123 Main Street,77,94,7238,7/28/2025,5/8/2026
359,outdoor gear,UltimateGizmo 3000,Thunderbolt,credit card,premium,456 Elm Avenue,97,285,27645,6/21/2025,1/4/2026
360,toys,TechNova Pro,Thunderbolt,Venmo,VIP,123 Main Street,40,101,4040,10/27/2025,9/18/2025
361,office supplies,UltraGadget X,Evergreen,PayPal,VIP,123 Main Street,73,146,10658,2/15/2026,11/9/2025
362,kitchen appliances,UltraForce 2000,Evergreen,Venmo,VIP,789 Oak Lane,76,52,3952,1/2/2026,2/11/2026
363,electronics,PowerMax Pro,Acme,PayPal,basic,123 Main Street,77,312,24024,2/11/2026,8/21/2025
364,electronics,GigaForce 9000,Silverstone,credit card,VIP,123 Main Street,13,145,1885,10/24/2025,1/30/2026
365,pet supplies,GigaMaster 100,Silverstone,PayPal,VIP,789 Oak Lane,78,457,35646,1/4/2026,6/13/2025
366,home decor,MegaGizmo X10,Starlight,Venmo,basic,789 Oak Lane,47,40,1880,1/15/2026,2/18/2026
367,outdoor gear,HyperDrive 500,Acme,Venmo,premium,456 Elm Avenue,86,114,9804,5/7/2026,10/12/2025
368,sports equipment,SuperSpeed X,Evergreen,PayPal,basic,123 Main Street,93,88,8184,7/25/2025,5/24/2025
369,toys,UltimaTech 5000,Evergreen,Venmo,VIP,456 Elm Avenue,8,492,3936,4/9/2026,1/4/2026
370,kitchen appliances,TechNova Pro,Starlight,credit card,premium,123 Main Street,47,466,21902,3/26/2026,1/27/2026
371,office supplies,TechNova Pro,Thunderbolt,Venmo,VIP,789 Oak Lane,31,235,7285,2/10/2026,1/26/2026
372,outdoor gear,UltraGadget X,Silverstone,credit card,premium,123 Main Street,5,53,265,11/22/2025,4/7/2026
373,outdoor gear,GigaMaster 100,Evergreen,credit card,premium,789 Oak Lane,40,124,4960,4/18/2026,10/30/2025
374,home decor,MegaTech Pro,Starlight,Venmo,basic,123 Main Street,33,427,14091,12/2/2025,1/1/2026
375,kitchen appliances,UltimateGizmo 3000,Evergreen,credit card,VIP,123 Main Street,39,445,17355,6/8/2025,3/17/2026
376,sports equipment,MegaDrive X10,Evergreen,credit card,premium,456 Elm Avenue,1,329,329,1/18/2026,1/17/2026
377,beauty products,TechNova Pro,Starlight,Venmo,premium,789 Oak Lane,32,164,5248,3/20/2026,1/21/2026
378,beauty products,MegaGizmo X10,Thunderbolt,PayPal,basic,123 Main Street,48,139,6672,12/13/2025,2/24/2026
379,clothing,GigaForce 9000,Evergreen,Venmo,basic,789 Oak Lane,55,233,12815,3/3/2026,3/31/2026
380,sports equipment,UltraGadget X,Acme,credit card,premium,456 Elm Avenue,11,219,2409,2/21/2026,5/20/2025
381,pet supplies,SuperNova X,Thunderbolt,PayPal,basic,123 Main Street,73,109,7957,5/8/2026,6/16/2025
382,beauty products,TechBlaster 1000,Starlight,PayPal,VIP,456 Elm Avenue,91,279,25389,10/29/2025,3/13/2026
383,sports equipment,HyperDrive 500,Silverstone,PayPal,basic,456 Elm Avenue,70,341,23870,11/9/2025,4/22/2026
384,pet supplies,GigaForce 9000,Acme,PayPal,VIP,456 Elm Avenue,99,392,38808,12/11/2025,3/25/2026
385,beauty products,SuperTech Pro 2000,Thunderbolt,credit card,VIP,789 Oak Lane,63,392,24696,7/14/2025,2/25/2026
386,clothing,GigaForce 9000,Thunderbolt,Venmo,VIP,123 Main Street,7,383,2681,7/8/2025,10/28/2025
387,pet supplies,UltraGadget X,Silverstone,PayPal,basic,789 Oak Lane,89,245,21805,12/4/2025,1/3/2026
388,toys,MegaGizmo X10,Silverstone,credit card,premium,456 Elm Avenue,41,331,13571,1/12/2026,7/27/2025
389,kitchen appliances,UltimateGizmo 3000,Acme,credit card,VIP,123 Main Street,23,56,1288,1/15/2026,12/15/2025
390,kitchen appliances,UltimateGizmo 3000,Evergreen,credit card,premium,789 Oak Lane,89,228,20292,10/8/2025,8/5/2025
391,sports equipment,SuperTech Pro 2000,Thunderbolt,PayPal,basic,789 Oak Lane,39,499,19461,10/1/2025,12/30/2025
392,outdoor gear,TechNova Pro,Acme,PayPal,premium,789 Oak Lane,91,126,11466,2/5/2026,5/28/2025
393,home decor,SuperTech Pro 2000,Evergreen,PayPal,VIP,456 Elm Avenue,77,396,30492,8/9/2025,1/3/2026
394,home decor,GigaForce 9000,Starlight,PayPal,basic,789 Oak Lane,33,247,8151,10/3/2025,3/24/2026
395,beauty products,SuperNova X,Acme,Venmo,VIP,789 Oak Lane,92,135,12420,3/12/2026,8/29/2025
396,clothing,UltimaTech 5000,Evergreen,credit card,basic,456 Elm Avenue,98,292,28616,1/23/2026,5/6/2026
397,home decor,GigaMaster 100,Acme,Venmo,basic,123 Main Street,38,454,17252,10/9/2025,7/15/2025
398,clothing,SuperTech Pro 2000,Evergreen,Venmo,VIP,456 Elm Avenue,20,169,3380,1/24/2026,9/26/2025
399,beauty products,SuperTech Pro 2000,Evergreen,credit card,basic,123 Main Street,45,431,19395,3/13/2026,10/12/2025
400,kitchen appliances,TechMaster 3000,Acme,Venmo,VIP,789 Oak Lane,55,329,18095,2/13/2026,3/24/2026
401,beauty products,MegaDrive X10,Starlight,PayPal,basic,456 Elm Avenue,10,350,3500,9/29/2025,10/30/2025
402,beauty products,SuperSpeed X,Evergreen,PayPal,basic,123 Main Street,16,86,1376,8/16/2025,3/24/2026
403,office supplies,MegaTech Pro,Silverstone,Venmo,basic,456 Elm Avenue,24,286,6864,3/26/2026,3/17/2026
404,office supplies,PowerGadget 500,Starlight,Venmo,premium,123 Main Street,98,387,37926,3/7/2026,6/12/2025
405,home decor,UltraGadget X,Starlight,Venmo,basic,789 Oak Lane,73,332,24236,5/11/2026,2/5/2026
406,sports equipment,MegaGizmo X10,Silverstone,credit card,premium,789 Oak Lane,47,388,18236,10/25/2025,5/8/2026
407,electronics,UltraGadget X,Starlight,PayPal,VIP,456 Elm Avenue,8,301,2408,8/2/2025,5/26/2025
408,outdoor gear,UltimateGizmo 3000,Silverstone,credit card,premium,789 Oak Lane,55,272,14960,3/6/2026,8/21/2025
409,sports equipment,TechNova Pro,Evergreen,Venmo,basic,456 Elm Avenue,29,373,10817,11/1/2025,9/30/2025
410,home decor,PowerTech 200,Thunderbolt,PayPal,premium,789 Oak Lane,41,113,4633,1/10/2026,2/10/2026
411,electronics,TechNova Pro,Silverstone,Venmo,VIP,789 Oak Lane,16,426,6816,7/26/2025,7/17/2025
412,kitchen appliances,MegaDrive X10,Evergreen,Venmo,VIP,123 Main Street,8,22,176,8/23/2025,11/28/2025
413,electronics,PowerGadget 500,Silverstone,Venmo,VIP,789 Oak Lane,21,348,7308,12/28/2025,3/3/2026
414,outdoor gear,MegaTech Pro,Thunderbolt,Venmo,premium,123 Main Street,22,69,1518,9/7/2025,5/10/2026
415,kitchen appliances,SuperTech Pro 2000,Acme,credit card,VIP,456 Elm Avenue,58,305,17690,5/28/2025,9/4/2025
416,kitchen appliances,TechMaster 3000,Acme,Venmo,VIP,789 Oak Lane,41,95,3895,10/20/2025,6/21/2025
417,clothing,PowerMax Pro,Acme,Venmo,premium,123 Main Street,6,53,318,6/9/2025,4/19/2026
418,home decor,SuperTech Pro 2000,Silverstone,Venmo,VIP,789 Oak Lane,16,344,5504,1/9/2026,3/8/2026
419,clothing,TechMaster 3000,Thunderbolt,Venmo,basic,456 Elm Avenue,20,340,6800,7/4/2025,6/28/2025
420,sports equipment,GigaForce 9000,Silverstone,credit card,VIP,123 Main Street,88,46,4048,6/15/2025,1/29/2026
421,kitchen appliances,GigaMax Pro,Acme,PayPal,premium,123 Main Street,11,289,3179,10/1/2025,10/7/2025
422,outdoor gear,TechBlaster 1000,Acme,Venmo,VIP,123 Main Street,21,135,2835,10/19/2025,11/29/2025
423,clothing,SuperTech Pro 2000,Acme,PayPal,premium,123 Main Street,59,208,12272,1/8/2026,4/16/2026
424,office supplies,PowerTech 200,Thunderbolt,PayPal,VIP,456 Elm Avenue,54,26,1404,4/2/2026,6/12/2025
425,home decor,GigaForce 9000,Silverstone,credit card,premium,123 Main Street,74,47,3478,2/8/2026,12/6/2025
426,office supplies,SuperNova X,Silverstone,credit card,premium,789 Oak Lane,60,168,10080,11/24/2025,2/1/2026
427,clothing,SuperTech Pro 2000,Starlight,PayPal,basic,789 Oak Lane,35,471,16485,2/16/2026,7/25/2025
428,home decor,SuperNova X,Acme,credit card,VIP,456 Elm Avenue,52,365,18980,5/9/2026,10/11/2025
429,pet supplies,UltimaTech 5000,Acme,PayPal,basic,789 Oak Lane,4,313,1252,12/9/2025,7/10/2025
430,outdoor gear,SuperNova X,Starlight,credit card,VIP,456 Elm Avenue,54,484,26136,2/17/2026,3/15/2026
431,home decor,SuperTech Pro 2000,Evergreen,Venmo,VIP,789 Oak Lane,21,115,2415,11/7/2025,6/27/2025
432,clothing,UltraForce 2000,Acme,PayPal,premium,789 Oak Lane,95,132,12540,6/16/2025,1/18/2026
433,electronics,MegaGizmo X10,Acme,PayPal,premium,789 Oak Lane,96,55,5280,8/6/2025,12/3/2025
434,pet supplies,SuperTech Pro 2000,Starlight,Venmo,premium,789 Oak Lane,43,18,774,7/22/2025,1/11/2026
435,kitchen appliances,HyperDrive 500,Acme,credit card,premium,123 Main Street,42,69,2898,8/28/2025,8/17/2025
436,office supplies,PowerMax Pro,Thunderbolt,credit card,VIP,456 Elm Avenue,34,418,14212,12/5/2025,4/5/2026
437,clothing,PowerTech 200,Silverstone,credit card,premium,123 Main Street,7,465,3255,3/5/2026,2/9/2026
438,sports equipment,UltraForce 2000,Thunderbolt,PayPal,VIP,123 Main Street,23,216,4968,5/31/2025,8/2/2025
439,outdoor gear,MegaTech Pro,Starlight,Venmo,premium,123 Main Street,40,348,13920,10/8/2025,10/5/2025
440,sports equipment,SuperSpeed X,Acme,PayPal,VIP,789 Oak Lane,29,301,8729,9/28/2025,4/21/2026
441,office supplies,PowerGadget 500,Acme,credit card,VIP,456 Elm Avenue,95,154,14630,2/9/2026,10/8/2025
442,toys,GigaMaster 100,Silverstone,Venmo,basic,456 Elm Avenue,45,417,18765,11/24/2025,10/20/2025
443,pet supplies,PowerMax Pro,Silverstone,credit card,basic,123 Main Street,55,78,4290,10/24/2025,7/29/2025
444,electronics,GigaMaster 100,Silverstone,PayPal,VIP,456 Elm Avenue,40,466,18640,3/21/2026,7/26/2025
445,office supplies,SuperNova X,Acme,PayPal,VIP,789 Oak Lane,5,91,455,2/7/2026,2/15/2026
446,pet supplies,GigaMax Pro,Thunderbolt,credit card,premium,789 Oak Lane,22,395,8690,3/28/2026,6/6/2025
447,kitchen appliances,MegaDrive X10,Silverstone,PayPal,premium,789 Oak Lane,5,205,1025,7/1/2025,6/20/2025
448,toys,GigaMax Pro,Silverstone,Venmo,basic,456 Elm Avenue,46,480,22080,8/7/2025,1/21/2026
449,outdoor gear,UltimateGizmo 3000,Starlight,credit card,VIP,123 Main Street,100,467,46700,6/21/2025,6/29/2025
450,outdoor gear,SuperTech Pro 2000,Silverstone,credit card,basic,123 Main Street,71,20,1420,4/29/2026,3/17/2026
451,pet supplies,PowerTech 200,Thunderbolt,PayPal,VIP,456 Elm Avenue,28,217,6076,10/19/2025,12/31/2025
452,sports equipment,UltimaTech 5000,Silverstone,PayPal,basic,456 Elm Avenue,26,449,11674,6/4/2025,6/1/2025
453,clothing,UltimaTech 5000,Acme,PayPal,basic,456 Elm Avenue,99,168,16632,3/12/2026,6/8/2025
454,clothing,TechMaster 3000,Evergreen,Venmo,premium,456 Elm Avenue,90,245,22050,6/21/2025,7/25/2025
455,electronics,HyperDrive 500,Acme,credit card,basic,456 Elm Avenue,43,104,4472,1/23/2026,2/28/2026
456,kitchen appliances,HyperDrive 500,Evergreen,Venmo,basic,789 Oak Lane,93,250,23250,4/17/2026,5/16/2025
457,toys,PowerMax Pro,Evergreen,credit card,basic,456 Elm Avenue,6,423,2538,10/2/2025,7/16/2025
458,kitchen appliances,MegaTech Pro,Starlight,PayPal,premium,123 Main Street,97,385,37345,6/7/2025,9/23/2025
459,beauty products,MegaDrive X10,Starlight,credit card,premium,789 Oak Lane,7,79,553,5/27/2025,9/28/2025
460,kitchen appliances,HyperDrive 500,Acme,credit card,VIP,789 Oak Lane,51,146,7446,6/10/2025,2/21/2026
461,sports equipment,UltimateGizmo 3000,Starlight,PayPal,premium,456 Elm Avenue,77,470,36190,12/25/2025,2/6/2026
462,pet supplies,UltraGadget X,Acme,credit card,VIP,123 Main Street,13,34,442,12/27/2025,5/10/2026
463,toys,SuperTech Pro 2000,Starlight,credit card,VIP,789 Oak Lane,18,124,2232,6/24/2025,4/16/2026
