order_id,customer_id,customer_age,city,subscription_type,meal_type,num_of_meals,delivery_date,delivery_time,order_amount,delivery_status,payment_method,prep_time_minutes,customer_rating
262,5905,31,Tagog,premium,dinner,9,7/6/2025,3:22 AM,3231,delivered,credit card,41,3
263,5165,18,Las Parejas,gold,snack,7,4/20/2026,4:58 PM,2303,in transit,credit card,17,2
264,3911,56,Makati City,premium,dinner,2,8/21/2025,12:26 PM,552,delivered,credit card,29,2
265,3540,22,Nisporeni,premium,breakfast,7,4/4/2026,11:17 AM,1785,in transit,PayPal,47,1
266,8064,58,Bauru,basic,lunch,4,9/16/2025,11:21 PM,1100,out for delivery,Venmo,17,4
267,3314,78,Siguinon,gold,breakfast,2,12/11/2025,6:23 AM,684,delivered,Venmo,47,2
268,1014,51,Al Ain,gold,breakfast,8,1/3/2026,5:25 PM,3760,out for delivery,PayPal,21,1
269,7658,66,Baihe,gold,dinner,4,9/24/2025,5:50 AM,1664,in transit,Venmo,58,4
270,8720,41,Caigongzhuang,gold,breakfast,1,4/13/2026,12:44 PM,258,out for delivery,PayPal,23,2
271,2449,48,Liushun,gold,dinner,5,6/25/2025,11:21 AM,1965,delivered,credit card,44,1
272,6950,65,Melun,basic,breakfast,2,7/12/2025,1:52 PM,512,in transit,credit card,31,5
273,3566,20,Konkwesso,gold,dinner,7,9/11/2025,4:17 AM,1869,delivered,credit card,20,3
274,3238,78,Huangmao,gold,dinner,6,3/30/2026,2:17 AM,1242,in transit,Venmo,52,3
275,1263,22,La Azulita,premium,snack,1,2/16/2026,10:50 AM,279,delivered,Venmo,47,4
276,7755,66,Dumandesa,gold,snack,1,11/3/2025,6:13 PM,472,out for delivery,PayPal,35,1
277,4094,67,Sokolnice,basic,lunch,6,5/29/2025,8:36 AM,2586,delivered,Venmo,58,4
278,2057,70,Itajubá,premium,snack,2,9/4/2025,6:16 AM,436,delivered,credit card,17,2
279,1101,18,Sada,basic,dinner,1,3/31/2026,7:57 PM,260,delivered,Venmo,12,5
280,7103,27,Sorol,premium,snack,8,10/29/2025,1:13 PM,3672,in transit,credit card,50,5
281,7150,45,Popasna,basic,snack,1,12/30/2025,6:29 AM,245,in transit,PayPal,50,4
282,8994,25,Hongmen,basic,breakfast,1,4/13/2026,9:34 PM,447,out for delivery,PayPal,14,2
283,4521,75,San Pedro,premium,dinner,4,8/29/2025,9:49 AM,1480,in transit,Venmo,57,3
284,1556,38,Beishidian,basic,lunch,3,4/22/2026,2:46 AM,1476,out for delivery,Venmo,37,5
285,7168,56,Xinchengzi,premium,breakfast,10,10/10/2025,4:16 PM,4120,delivered,credit card,43,5
286,8957,42,Tagkawayan Sabang,gold,snack,6,1/23/2026,1:22 PM,2538,out for delivery,credit card,24,5
287,2324,22,Messina,premium,breakfast,2,8/10/2025,2:47 AM,908,out for delivery,credit card,19,4
288,7052,52,Quintães,premium,breakfast,2,11/15/2025,1:16 AM,568,delivered,PayPal,33,4
289,8571,25,Yilan,premium,dinner,1,8/15/2025,3:01 AM,474,delivered,PayPal,11,1
290,9312,53,Ribeira Quente,premium,dinner,5,4/3/2026,3:13 AM,1130,out for delivery,PayPal,17,1
291,2917,18,Meylan,premium,breakfast,3,11/17/2025,8:41 PM,1203,out for delivery,Venmo,27,1
292,6034,31,Pho Duc,gold,breakfast,1,7/8/2025,8:06 AM,340,delivered,PayPal,11,5
293,2878,49,Caoping,basic,lunch,2,7/30/2025,2:23 PM,528,delivered,PayPal,58,1
294,4870,37,Kut Chum,basic,snack,8,7/24/2025,12:56 PM,1816,in transit,PayPal,17,2
295,7034,23,Parung,premium,snack,10,11/20/2025,2:36 AM,2260,delivered,PayPal,19,3
296,4394,71,Lugulu,gold,dinner,1,11/10/2025,12:48 AM,229,in transit,credit card,32,3
297,7209,43,Pakuncen,premium,breakfast,2,3/5/2026,12:44 AM,854,out for delivery,credit card,45,1
298,7905,26,Dungloe,basic,dinner,7,10/30/2025,1:18 PM,2576,in transit,PayPal,49,3
299,2283,49,Néa Magnisía,gold,dinner,4,9/12/2025,4:18 AM,824,out for delivery,credit card,60,1
300,4909,41,San Vicente de Moravia,premium,breakfast,10,1/1/2026,9:25 AM,3540,delivered,credit card,37,1
301,6926,79,Wangjiachang,premium,breakfast,7,5/1/2025,10:37 PM,1400,in transit,PayPal,60,5
302,3721,31,Kendal,basic,dinner,7,6/30/2025,5:31 AM,2905,out for delivery,Venmo,34,3
303,9493,31,Kāmyārān,basic,snack,7,9/17/2025,1:05 PM,3458,in transit,Venmo,52,2
304,6317,79,Banqiao,gold,breakfast,10,4/23/2026,1:37 PM,4850,delivered,credit card,31,4
305,9427,18,Zongga,basic,lunch,3,6/18/2025,2:37 AM,663,out for delivery,credit card,53,2
306,3601,79,Urzuf,gold,breakfast,2,11/26/2025,6:43 PM,934,in transit,PayPal,32,5
307,6055,64,Hudai,premium,dinner,3,11/1/2025,5:57 PM,1290,delivered,Venmo,58,2
308,9922,79,Guajiasi,basic,dinner,1,9/12/2025,7:05 PM,392,out for delivery,credit card,59,2
309,2597,74,Argotirto Krajan,basic,dinner,10,3/27/2026,8:41 AM,3060,in transit,PayPal,46,3
310,8052,37,San Martín,basic,dinner,7,10/8/2025,2:42 PM,3038,delivered,credit card,35,3
311,3231,80,Cawayan,premium,lunch,3,11/2/2025,3:38 AM,1395,out for delivery,Venmo,38,1
312,1783,70,Ashmūn,premium,snack,5,7/2/2025,5:41 AM,1960,in transit,Venmo,10,5
313,4382,46,Cahuacho,premium,dinner,6,6/22/2025,2:19 PM,1944,in transit,PayPal,10,5
314,1174,59,Talu,premium,breakfast,3,2/16/2026,11:44 PM,1215,delivered,credit card,24,5
315,7071,52,Mgandu,basic,lunch,2,4/25/2026,8:50 PM,830,out for delivery,credit card,47,5
316,5303,65,Tawun,premium,dinner,7,2/7/2026,2:09 PM,3255,out for delivery,Venmo,57,4
317,2350,35,Khovaling,premium,dinner,9,3/10/2026,1:44 AM,2079,delivered,credit card,17,3
318,9627,74,Buensuseso,premium,breakfast,7,11/15/2025,10:34 AM,2093,in transit,PayPal,48,5
319,5138,43,Cibeureum,basic,breakfast,6,3/29/2026,3:46 AM,1206,delivered,Venmo,39,5
320,5094,25,Panalingaan,basic,lunch,3,7/12/2025,8:20 AM,963,in transit,credit card,18,4
321,8453,41,Pasvalys,premium,snack,5,3/21/2026,9:16 PM,2095,out for delivery,Venmo,17,3
322,7381,27,Dapdapan,basic,lunch,10,3/24/2026,5:37 PM,2500,out for delivery,PayPal,38,3
323,6806,52,Sengeti,premium,breakfast,2,3/24/2026,12:00 PM,678,delivered,Venmo,31,2
324,7383,29,Machetá,premium,breakfast,5,8/3/2025,12:48 PM,1965,delivered,Venmo,10,2
325,9380,63,Kamárai,basic,breakfast,10,12/11/2025,1:44 AM,4960,in transit,credit card,34,4
326,3252,73,Phú Vang,gold,lunch,2,4/19/2026,10:20 AM,758,delivered,PayPal,25,4
327,1159,50,San Rafael Arriba,gold,snack,1,1/11/2026,10:00 PM,245,delivered,Venmo,20,2
328,5004,44,Huyang,premium,snack,5,5/12/2025,6:12 AM,2320,delivered,Venmo,40,1
329,1715,65,Khanino,basic,snack,5,7/19/2025,7:40 PM,2450,delivered,Venmo,42,3
330,3935,52,Kula,gold,lunch,1,12/15/2025,9:52 AM,247,delivered,Venmo,37,2
331,5521,24,Karlovy Vary,premium,breakfast,6,11/3/2025,7:03 AM,2682,delivered,PayPal,32,3
332,7441,74,Hässleholm,premium,lunch,5,12/11/2025,6:36 PM,1605,out for delivery,credit card,30,4
333,2558,57,Itumbiara,basic,dinner,4,1/5/2026,12:19 PM,1364,in transit,credit card,10,1
334,9930,48,Dhidhdhoo,premium,snack,9,12/8/2025,2:33 PM,2961,out for delivery,Venmo,45,3
335,7546,25,Fedorovka,premium,snack,3,4/1/2026,10:28 AM,1320,delivered,PayPal,52,3
336,3248,65,Sergeyevka,basic,breakfast,5,8/17/2025,2:32 AM,1570,in transit,credit card,54,2
337,3405,41,Cumadcad,gold,dinner,2,3/22/2026,12:19 AM,998,delivered,Venmo,11,5
338,6702,77,Pameungpeuk,basic,breakfast,3,11/22/2025,6:41 PM,924,out for delivery,Venmo,47,4
339,9493,35,Tamuning-Tumon-Harmon Village,basic,breakfast,5,8/30/2025,9:00 AM,1555,delivered,credit card,35,2
340,3305,33,Las Breñas,gold,lunch,9,9/9/2025,4:58 AM,3555,out for delivery,PayPal,20,4
341,2492,62,Masma,gold,lunch,9,11/4/2025,3:30 PM,3915,out for delivery,Venmo,23,1
342,1793,19,Göteborg,gold,snack,8,7/22/2025,12:06 AM,1640,delivered,PayPal,42,3
343,2871,20,Manzherok,gold,lunch,4,2/14/2026,5:02 AM,1224,delivered,Venmo,42,5
344,3279,31,Labo,gold,breakfast,5,9/20/2025,3:14 AM,2155,in transit,Venmo,24,5
345,3958,38,Puerto Mayor Otaño,gold,breakfast,10,8/8/2025,5:02 AM,2440,delivered,credit card,54,4
346,6560,32,Liangshui,premium,breakfast,5,5/27/2025,10:40 PM,1995,out for delivery,credit card,34,2
347,4166,63,Ramain,gold,snack,1,8/2/2025,6:58 AM,244,out for delivery,Venmo,53,1
348,8998,50,Ōiso,gold,dinner,10,9/3/2025,8:47 PM,4790,delivered,Venmo,32,3
349,4208,51,Shawan,premium,lunch,10,4/12/2026,7:29 AM,4440,delivered,PayPal,40,4
350,1445,21,Eckerö,gold,breakfast,7,11/7/2025,5:22 PM,2562,in transit,credit card,32,2
351,5484,46,Grand Rapids,gold,lunch,5,12/10/2025,7:26 AM,2345,out for delivery,PayPal,59,1
352,8628,59,Condong,basic,breakfast,5,9/6/2025,5:13 PM,1620,delivered,credit card,26,1
353,9121,41,Pasto,premium,lunch,10,6/16/2025,3:11 PM,3010,in transit,Venmo,52,1
354,8019,38,Rawa Mazowiecka,gold,breakfast,7,6/6/2025,4:09 PM,3423,in transit,Venmo,60,1
355,9457,61,Kovači,basic,dinner,1,6/14/2025,11:57 AM,453,out for delivery,credit card,45,2
356,3670,68,Chaoyang,basic,dinner,5,10/31/2025,3:33 AM,2375,in transit,PayPal,42,3
357,2822,59,Kota Kinabalu,basic,lunch,10,4/11/2026,2:23 PM,2490,in transit,Venmo,25,4
358,3327,49,Al Qamşīyah,premium,lunch,2,3/7/2026,11:19 AM,790,delivered,Venmo,39,5
359,7568,54,Freixo de Numão,premium,dinner,3,9/25/2025,1:19 PM,1122,in transit,Venmo,48,2
360,6129,21,San Jose,basic,dinner,9,9/28/2025,12:36 AM,3735,out for delivery,Venmo,47,1
361,4347,80,Tancheng,gold,snack,6,7/26/2025,5:27 PM,1524,in transit,Venmo,34,4
362,7120,60,Cândido Mota,basic,lunch,9,10/31/2025,8:33 AM,4365,in transit,credit card,12,4
363,4567,22,Арачиново,basic,snack,2,2/21/2026,12:13 AM,966,out for delivery,Venmo,11,5
364,1477,67,Lindavista,basic,dinner,2,9/7/2025,12:20 PM,688,out for delivery,PayPal,54,3
365,1988,45,Zengji,basic,breakfast,3,3/7/2026,4:10 AM,984,in transit,Venmo,21,5
366,1682,28,Tocok,gold,snack,10,10/25/2025,9:08 PM,2620,delivered,credit card,42,1
367,2166,27,Mat-i,basic,snack,6,1/19/2026,11:04 AM,1914,delivered,Venmo,33,4
368,6141,69,Xianchiyu,gold,dinner,9,3/15/2026,8:05 PM,4329,out for delivery,PayPal,40,4
369,8596,49,Yun’an,gold,breakfast,8,9/23/2025,1:03 PM,1744,delivered,credit card,34,5
370,8625,38,Pakong,basic,dinner,4,9/29/2025,10:31 PM,1972,delivered,credit card,34,4
371,4935,45,Cajuru,gold,breakfast,2,2/23/2026,8:08 PM,934,delivered,PayPal,23,5
372,1228,52,Malway,gold,dinner,2,3/7/2026,11:55 AM,790,delivered,Venmo,48,2
373,3133,25,Invermere,basic,breakfast,1,7/19/2025,4:55 AM,447,in transit,PayPal,49,4
374,6302,50,Lungaog,premium,lunch,7,2/12/2026,9:56 AM,3311,out for delivery,credit card,55,4
375,9556,67,Jinan-gun,gold,snack,10,8/20/2025,7:09 PM,4330,delivered,PayPal,32,3
376,9404,52,Oslo,basic,lunch,7,9/24/2025,7:18 PM,3143,in transit,PayPal,15,5
377,5671,20,Bandar-e ‘Asalūyeh,gold,snack,9,9/16/2025,7:56 PM,4266,out for delivery,PayPal,39,2
378,1514,78,Moundou,basic,snack,3,6/21/2025,3:16 AM,945,delivered,PayPal,55,4
379,4815,74,Montecristi,basic,breakfast,4,8/25/2025,8:40 PM,1244,delivered,Venmo,36,2
380,4766,60,Bograd,basic,breakfast,1,7/27/2025,4:06 AM,366,out for delivery,credit card,37,1
381,1728,62,Căuşeni,premium,lunch,1,11/29/2025,7:50 AM,468,in transit,PayPal,30,1
382,2288,23,Jingzhu,premium,lunch,5,3/30/2026,11:24 PM,1995,delivered,Venmo,60,2
383,9476,50,Perpignan,gold,snack,9,9/15/2025,4:44 PM,3690,in transit,PayPal,26,3
384,6104,46,Tando Muhammad Khān,basic,dinner,2,4/4/2026,3:34 AM,966,delivered,Venmo,58,5
385,3394,31,Fizuli,basic,snack,10,2/26/2026,1:35 AM,2300,in transit,PayPal,25,2
386,1688,29,Shunling,basic,dinner,2,1/11/2026,6:18 AM,542,delivered,credit card,27,5
387,4863,41,El Fasher,gold,snack,10,4/29/2025,8:52 AM,4000,delivered,PayPal,58,1
388,9843,59,Bandhagen,premium,dinner,8,8/23/2025,8:40 PM,2976,out for delivery,PayPal,40,1
389,2151,33,Chuhuyiv,gold,lunch,10,5/29/2025,1:20 PM,3650,delivered,PayPal,50,4
390,4704,79,Lalauigan,premium,breakfast,5,3/17/2026,4:34 AM,2095,out for delivery,Venmo,22,3
391,2860,23,Yangzizhou,premium,dinner,1,1/31/2026,5:40 PM,442,out for delivery,Venmo,10,3
392,5654,54,Purral,premium,dinner,8,4/2/2026,2:11 PM,1768,delivered,Venmo,34,1
393,8824,67,Ambilobe,gold,lunch,3,6/13/2025,8:15 AM,1095,out for delivery,Venmo,31,2
394,8698,40,Lubaczów,premium,lunch,8,3/31/2026,4:58 PM,2232,in transit,credit card,57,1
395,9768,62,Belgrade,premium,breakfast,10,12/21/2025,3:39 PM,3250,delivered,PayPal,31,4
396,2506,76,Rājbirāj,basic,breakfast,8,8/20/2025,2:42 PM,2816,delivered,credit card,17,2
397,6624,66,Yangdenghu,premium,lunch,10,1/24/2026,3:31 AM,3560,in transit,Venmo,46,2
398,8964,80,Drajak,premium,breakfast,1,4/15/2026,11:19 AM,379,in transit,credit card,58,2
399,6298,40,Is,gold,lunch,10,11/5/2025,6:07 AM,3800,in transit,credit card,19,2
400,1182,71,Matagbak,premium,lunch,9,8/30/2025,10:43 PM,4311,in transit,Venmo,54,5
401,3227,45,Villa Concepción del Tío,basic,dinner,6,6/26/2025,1:32 PM,1584,in transit,Venmo,41,2
402,8044,48,Chernomorskiy,basic,breakfast,2,9/18/2025,11:29 AM,678,delivered,Venmo,32,2
403,2679,30,Banatski Despotovac,gold,lunch,3,3/24/2026,12:36 AM,1167,delivered,Venmo,53,2
404,3718,63,Klishkivtsi,gold,snack,7,2/18/2026,12:16 AM,1736,out for delivery,credit card,30,4
405,3862,72,Kavalerovo,gold,snack,7,8/12/2025,11:25 AM,1631,delivered,Venmo,13,1
406,8481,20,Toba,gold,snack,8,3/3/2026,3:02 PM,3344,delivered,Venmo,11,5
407,4029,44,Kelowna,basic,dinner,7,5/23/2025,10:23 PM,2212,out for delivery,PayPal,57,1
408,8671,26,Serhetabat,basic,lunch,2,5/14/2025,5:46 AM,654,in transit,credit card,23,1
409,9303,59,Litian,premium,snack,6,10/16/2025,6:12 AM,2640,in transit,PayPal,56,4
410,8142,62,Panyingkiran,premium,snack,4,8/27/2025,5:45 PM,1740,out for delivery,PayPal,38,3
411,1166,19,Wonodadi,basic,snack,9,8/15/2025,3:46 AM,1998,in transit,PayPal,16,5
412,5499,56,Porvenir,premium,lunch,5,10/16/2025,11:31 AM,2045,out for delivery,credit card,56,5
413,1858,18,Clermont-Ferrand,basic,lunch,7,3/2/2026,12:30 PM,2191,in transit,Venmo,60,4
414,9491,29,Barusuda,basic,snack,8,12/10/2025,7:15 PM,1880,in transit,credit card,42,3
415,4674,76,Slawharad,gold,dinner,9,6/26/2025,1:50 PM,4473,delivered,Venmo,39,2
416,7084,72,Saint-Jérôme,basic,dinner,2,3/24/2026,8:52 AM,878,delivered,Venmo,47,4
417,6063,76,Girona,gold,snack,7,6/26/2025,1:39 AM,2884,in transit,Venmo,33,3
418,3760,31,Vilarinho da Castanheira,gold,snack,5,4/8/2026,3:13 PM,1305,out for delivery,credit card,58,3
419,3982,75,Castanheira do Campo,basic,dinner,2,7/30/2025,2:04 PM,562,out for delivery,credit card,42,3
420,4863,32,Tegalwero,gold,lunch,3,4/4/2026,4:12 PM,990,out for delivery,credit card,49,4
421,6577,28,Bang Mun Nak,basic,dinner,7,11/25/2025,1:49 AM,3423,out for delivery,PayPal,54,4
422,2746,26,Sanxi,premium,lunch,6,7/10/2025,11:52 PM,2688,in transit,PayPal,60,3
423,1113,30,Lenghu,premium,dinner,9,7/10/2025,1:48 AM,2376,delivered,PayPal,54,1
424,3510,58,Jimaguayú,premium,lunch,7,12/30/2025,4:12 PM,1512,in transit,PayPal,21,4
425,7250,71,Rochester,premium,breakfast,5,2/4/2026,2:31 PM,1375,delivered,Venmo,28,4
426,9499,28,Abraham’s Bay,gold,snack,10,5/28/2025,10:47 AM,3520,out for delivery,Venmo,34,1
427,9045,49,Atibaia,premium,dinner,2,4/26/2026,5:56 AM,630,delivered,credit card,45,3
428,9913,49,Cahuacho,premium,dinner,10,6/17/2025,4:18 AM,3250,in transit,credit card,56,4
429,7434,31,Dampek,gold,snack,8,4/5/2026,7:03 AM,3144,out for delivery,Venmo,38,4
430,2280,75,Pyskowice,basic,dinner,6,9/21/2025,7:28 AM,2658,delivered,Venmo,18,3
431,7231,19,Goyang-si,basic,snack,3,8/29/2025,4:13 PM,1047,in transit,credit card,40,4
432,1946,41,Zaoshi,basic,dinner,10,5/9/2025,2:31 AM,4930,in transit,Venmo,47,3
433,3606,51,San Francisco,gold,lunch,8,8/31/2025,9:35 PM,2248,in transit,PayPal,38,3
434,6956,25,Xiqiao,premium,snack,8,3/30/2026,3:29 PM,1640,in transit,PayPal,38,2
435,5060,63,Vespasiano,premium,snack,1,10/4/2025,11:54 AM,201,in transit,credit card,39,1
436,7372,70,Shuangxi,basic,snack,6,7/20/2025,12:30 AM,2388,out for delivery,PayPal,54,2
437,8876,29,Maracaibo,basic,dinner,3,4/23/2026,2:56 PM,1422,delivered,credit card,30,5
438,9299,57,Cernay,gold,snack,7,7/10/2025,10:46 AM,2870,delivered,PayPal,41,5
439,3989,71,Kardítsa,gold,snack,8,9/25/2025,5:32 PM,2248,in transit,PayPal,53,1
440,2801,72,El Zapotal del Norte,basic,dinner,4,4/25/2026,6:35 PM,1380,delivered,Venmo,14,5
441,5530,58,Paynjuwayn,premium,dinner,10,10/14/2025,2:32 PM,3190,delivered,Venmo,43,1
442,6498,43,Francisco J Mujica,premium,lunch,3,11/14/2025,7:51 AM,1206,in transit,Venmo,57,2
443,5070,19,Ditang,gold,lunch,4,1/1/2026,2:50 PM,1380,delivered,PayPal,14,1
444,1211,61,Lieqiao,premium,dinner,2,8/13/2025,2:53 AM,874,delivered,credit card,48,2
445,1168,64,Honolulu,premium,dinner,6,8/1/2025,12:36 PM,2220,delivered,Venmo,38,5
446,5944,21,Carauari,premium,breakfast,3,12/19/2025,4:45 AM,819,delivered,PayPal,27,3
447,7376,44,Seixezelo,basic,snack,4,12/9/2025,8:04 PM,1008,in transit,credit card,23,2
448,9868,19,Gayam,basic,dinner,4,8/26/2025,12:22 PM,1596,in transit,Venmo,38,5
449,6872,63,Lamalewar,basic,lunch,10,1/16/2026,11:20 PM,4820,out for delivery,credit card,53,2
450,4455,33,Cahors,gold,dinner,2,9/24/2025,3:53 PM,894,in transit,credit card,13,2
451,9048,74,Paris La Défense,basic,dinner,7,11/4/2025,9:29 AM,3164,out for delivery,credit card,28,2
452,7946,44,Xihe,gold,lunch,3,7/11/2025,10:52 AM,1383,in transit,Venmo,58,4
453,2569,39,Markala,premium,snack,5,6/16/2025,10:21 AM,1380,out for delivery,credit card,58,3
454,1089,33,Xiaheqing,premium,snack,7,7/26/2025,1:21 PM,3458,in transit,PayPal,60,2
455,5985,80,Vorontsovka,basic,dinner,3,9/5/2025,5:12 AM,1314,delivered,credit card,57,1
456,5347,33,Zhangjiapan,basic,snack,3,1/16/2026,5:44 AM,1416,in transit,Venmo,12,4
457,2419,60,Jāndiāla Sher Khān,basic,snack,2,10/7/2025,3:27 AM,916,delivered,Venmo,42,5
458,7465,73,Viedma,gold,snack,4,11/19/2025,11:55 AM,1680,delivered,Venmo,49,1
459,1301,25,Pueblo Nuevo,gold,lunch,10,6/17/2025,8:01 PM,3130,out for delivery,PayPal,26,5
460,9485,19,Sunja,basic,snack,4,2/15/2026,12:21 PM,856,in transit,PayPal,33,3
461,6035,23,Chengnan,gold,snack,6,11/3/2025,2:42 PM,2754,out for delivery,credit card,53,4
462,3147,30,Longshan,gold,snack,10,6/5/2025,4:22 AM,2200,delivered,PayPal,10,5
463,3767,48,Bálsamo Oriental,basic,breakfast,4,12/27/2025,11:49 PM,880,in transit,credit card,57,1
464,3746,29,Saint-Rémy-de-Provence,gold,breakfast,1,9/1/2025,5:59 PM,441,delivered,Venmo,30,3
465,6497,32,Buayan,basic,snack,6,4/9/2026,4:07 AM,1482,delivered,Venmo,49,2
466,4933,74,Meru,gold,dinner,2,7/4/2025,1:50 AM,782,out for delivery,PayPal,22,4
467,7774,71,Sumbersari Wetan,premium,dinner,8,6/10/2025,5:15 AM,1944,delivered,Venmo,54,5
468,8850,63,Pitangui,premium,breakfast,10,5/2/2025,2:22 AM,2460,in transit,PayPal,40,5
469,6357,29,Ungaran,basic,dinner,5,4/27/2026,5:57 PM,2450,delivered,credit card,45,5
470,1049,60,Mhlume,premium,dinner,10,11/28/2025,2:13 AM,4440,in transit,credit card,48,4
471,8312,20,Merlo,gold,dinner,10,1/31/2026,10:39 PM,3240,out for delivery,Venmo,21,4
472,9861,63,Pryazovs’ke,gold,snack,3,5/30/2025,8:02 PM,660,out for delivery,credit card,44,3
473,5909,41,Mabayo,gold,breakfast,3,2/16/2026,8:47 PM,1365,in transit,PayPal,43,2
474,2516,55,Cauto Cristo,premium,snack,6,3/27/2026,2:12 PM,2670,delivered,Venmo,29,4
475,4062,62,Ban Mai,premium,breakfast,5,1/22/2026,3:29 PM,1240,out for delivery,Venmo,18,1
476,2574,23,Nasilava,gold,snack,4,3/14/2026,10:17 PM,1552,in transit,credit card,14,1
477,1452,21,Sidi Bousber,gold,snack,6,2/13/2026,4:56 PM,1398,in transit,credit card,38,4
478,3441,21,Mount Pearl,gold,snack,7,12/18/2025,6:24 AM,3269,in transit,PayPal,45,3
479,9713,35,Pasonobenu,basic,breakfast,1,8/21/2025,2:32 AM,273,delivered,Venmo,23,4
480,3818,20,Kulary,premium,dinner,1,1/15/2026,5:41 AM,241,delivered,Venmo,42,5
481,1137,74,Zhuravka,gold,dinner,1,8/2/2025,7:27 PM,218,delivered,Venmo,17,1
482,4328,79,Xuchang,gold,dinner,2,7/7/2025,1:32 PM,844,in transit,Venmo,28,5
483,2928,34,Dornava,basic,snack,7,4/23/2026,7:07 PM,2429,delivered,Venmo,31,4
484,3013,71,Barg-e Matāl,premium,snack,8,12/25/2025,12:35 PM,2648,in transit,Venmo,58,5
485,3792,28,Gniezno,premium,snack,5,6/11/2025,2:43 PM,2390,out for delivery,credit card,21,2
486,1274,43,Coroatá,premium,lunch,1,3/10/2026,2:01 PM,335,in transit,PayPal,38,1
487,3631,71,Terang,basic,lunch,8,11/21/2025,10:09 PM,2128,in transit,Venmo,24,4
488,7972,26,Zhuhong,premium,lunch,9,5/31/2025,2:42 AM,2520,delivered,PayPal,19,4
489,2240,23,Wanganui,basic,breakfast,2,10/30/2025,7:12 AM,686,out for delivery,Venmo,17,2
490,6977,50,Hancheng,basic,dinner,7,10/15/2025,8:03 AM,2009,in transit,Venmo,12,1
491,2207,69,Jiangtou,premium,dinner,9,6/19/2025,12:14 PM,3051,out for delivery,Venmo,51,2
492,9033,60,Johogunung,gold,dinner,3,12/12/2025,6:07 AM,1350,delivered,credit card,53,4
493,2324,19,Bangilan,gold,lunch,1,12/15/2025,9:13 AM,204,in transit,Venmo,60,3
494,9566,29,Kota Kinabalu,premium,lunch,10,11/9/2025,4:08 PM,4020,delivered,PayPal,29,5
495,4097,23,Jiefang,gold,snack,6,11/27/2025,1:33 PM,1620,out for delivery,PayPal,54,4
496,9908,73,Tamanan,basic,snack,8,3/31/2026,6:09 PM,3200,delivered,Venmo,41,3
497,4024,45,Longzhou,gold,lunch,3,10/26/2025,5:33 PM,1374,out for delivery,credit card,16,3
498,1139,70,Ribeiro,gold,breakfast,3,10/23/2025,4:10 AM,1086,out for delivery,credit card,15,1
499,6899,78,Paphos,basic,breakfast,10,12/22/2025,6:04 AM,2270,in transit,Venmo,41,5
500,9517,45,Karlstad,basic,breakfast,5,11/30/2025,8:21 AM,2320,in transit,PayPal,17,4
501,9775,21,Kuantan,premium,dinner,5,6/6/2025,9:18 PM,2055,out for delivery,credit card,49,2
502,5890,64,Xianren,basic,breakfast,5,8/26/2025,11:17 AM,1840,delivered,credit card,45,5
503,3418,70,Presidente Bernardes,premium,dinner,2,4/11/2026,10:05 AM,504,in transit,PayPal,35,5
504,3479,30,Grenoble,premium,snack,4,7/16/2025,6:13 AM,912,in transit,PayPal,48,3
505,8695,43,Oropesa,premium,breakfast,7,4/24/2026,7:28 PM,2114,delivered,PayPal,24,4
506,3232,30,Berkovitsa,gold,breakfast,7,8/3/2025,9:45 PM,3318,out for delivery,Venmo,20,4
507,5458,24,Ceerigaabo,gold,lunch,6,11/29/2025,6:45 AM,1620,out for delivery,Venmo,43,1
508,8386,77,El Aïoun,premium,snack,1,12/11/2025,10:48 PM,431,delivered,PayPal,29,4
509,8398,29,Kotabaru,basic,snack,2,5/28/2025,4:57 AM,876,in transit,credit card,18,5
510,1265,79,Ourtzagh,premium,snack,10,6/7/2025,6:28 AM,4730,out for delivery,Venmo,55,2
511,4331,46,Buzet,gold,dinner,5,1/10/2026,10:11 PM,1955,delivered,Venmo,21,1
512,3581,42,Janów,gold,lunch,10,2/4/2026,12:58 PM,2120,out for delivery,PayPal,14,5
513,6148,32,Viloco,gold,snack,8,12/3/2025,8:43 PM,2192,delivered,credit card,38,5
514,4335,60,Ramaram,gold,dinner,9,5/4/2025,12:42 PM,3537,out for delivery,Venmo,35,3
515,4841,44,Santa Bárbara,basic,dinner,10,12/23/2025,7:03 PM,3590,delivered,Venmo,50,4
516,4676,77,Luocheng,basic,lunch,7,8/31/2025,8:42 PM,2226,delivered,credit card,27,2
517,5951,75,Badrah,gold,lunch,6,10/12/2025,11:12 AM,1566,delivered,PayPal,43,1
518,3315,47,Tsaghveri,basic,snack,6,11/29/2025,11:27 AM,1236,delivered,credit card,22,2
519,1674,37,Almaguer North,gold,lunch,7,12/29/2025,5:34 PM,2590,out for delivery,PayPal,32,1
520,5594,51,Llalli,premium,breakfast,7,6/5/2025,3:03 AM,3458,out for delivery,Venmo,58,3
521,8362,30,Nevers,premium,lunch,4,8/12/2025,12:53 PM,920,in transit,credit card,49,5
522,3935,68,Fukuroi,premium,lunch,3,9/25/2025,12:11 AM,750,delivered,Venmo,43,1
523,7999,80,Kroczyce,premium,dinner,9,10/20/2025,12:48 PM,2475,delivered,PayPal,11,3
524,8956,19,Nanmen,gold,snack,10,3/26/2026,9:38 AM,4080,out for delivery,Venmo,14,2
